postUrl,imgUrl,postContent,type,likeCount,commentCount,repostCount,postDate,action,author,authorUrl,profileUrl,timestamp,viewCount,postTimestamp,sharedPostUrl,videoUrl,approximateDate
https://www.linkedin.com/feed/update/urn:li:activity:7354403305894109186,,"My two... 

What is common between Brooke Bond, Kissan, Pond’s, Lakmé, and evem Horlicks and Boost?

All these brands were acquired by Unilever / HUL. 

HUL knows more about acquisitions than startups that tried to play roll-up with undiifferentiated products and indifferent brands.

Remember, brands were an answer to the problem ""our product is not differentiated”… not that brands can't innovate… but DTC startups focus on marketing, not product.. so..?

Maybe Minimalist was inspired a bit by the clever anti-branding positioning of Brandless (just like Bombay Shaving Company was probably inspired by Dollar Shave Club).. 

But Minimalist could differentiate on quality and communicate that well. It should thrive in the hands of a group that understands the sales & distribution better than most.",Text,10,0,0,2mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-08-16T11:03:00.000Z,,2025-07-25T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:7353617792387964928/,,2025-08-16
https://www.linkedin.com/feed/update/urn:li:activity:7353000370098356225,,"No one has tried it
“If it’s such a good idea, why hasn’t anyone done it yet?”

Many have tried and failed
“If others couldn’t crack it. why will you?”

Big incumbents exist
“Won’t google just do it?”

A few are trying now
“This space is already crowded""

Somehow, early on every idea is either too early, too late, too hard, or too obvious. and still, founders build great companies.

Because all one needs to succeed is 'a lot of paying customers'. it's simple, but not easy.",Text,75,3,5,2mo,Amit Singh reposted this,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-08-16T11:03:00.000Z,,2025-07-21T00:00:00.000Z,,,2025-08-16
https://www.linkedin.com/feed/update/urn:li:activity:7352964562842763264,,,Poll,1,1,0,2mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-08-16T11:03:00.000Z,,2025-07-21T00:00:00.000Z,,,2025-08-16
https://www.linkedin.com/feed/update/urn:li:activity:7352308827196698624,,"We may see a shift in the winning founder archetype.

The ones who chased a vision that once felt delulu... now look smart as AI made it real. the revenue that took them 10 years is now happening in months.

This isn’t a one-off. AI is making the crazy ideas work. suddenly the crazy ones look foresighted. and the sane ones feel... safe.

The future belongs to the crazy ones, the misfits, the rebels...",Text,34,1,2,2mo,Amit Singh reposted this,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-08-16T11:03:00.000Z,,2025-07-19T00:00:00.000Z,,,2025-08-16
https://www.linkedin.com/feed/update/urn:li:activity:7352308762256330753,,"No one has tried it
“If it’s such a good idea, why hasn’t anyone done it yet?”

Many have tried and failed
“If others couldn’t crack it. why will you?”

Big incumbents exist
“Won’t google just do it?”

A few are trying now
“This space is already crowded""

Somehow, early on every idea is either too early, too late, too hard, or too obvious. and still, founders build great companies.

Because all one needs to succeed is 'a lot of paying customers'. it's simple, but not easy.",Text,75,3,5,2mo,Amit Singh reposted this,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-08-16T11:03:00.000Z,,2025-07-19T00:00:00.000Z,,,2025-08-16
https://www.linkedin.com/feed/update/urn:li:activity:7351868354703392768,,"We may see a shift in the winning founder archetype.

The ones who chased a vision that once felt delulu... now look smart as AI made it real. the revenue that took them 10 years is now happening in months.

This isn’t a one-off. AI is making the crazy ideas work. suddenly the crazy ones look foresighted. and the sane ones feel... safe.

The future belongs to the crazy ones, the misfits, the rebels...",Text,34,1,2,2mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-08-16T11:03:00.000Z,,2025-07-18T00:00:00.000Z,,,2025-08-16
https://www.linkedin.com/feed/update/urn:li:activity:7351592489587265536,,"Will quick commerce work beyond metros?

Quick commerce is a single-run logistics model. No milk runs. No batch deliveries. No fat AOVs to cushion costs. Every order must carry its own weight. And that weight gets heavier as you leave the metros. Lower density. Longer distances. Smaller baskets. Less willingness to pay for speed.

The result? Non-metros have underperformed, as Sajith points out.
“In the Indus Valley Report we had expressed scepticism where quick commerce could be profitable beyond the top 5% of pincodes in India (which had both density and affluence). This seems to have been broadly on the ball.”
Sajith Pai, VC, Blume Ventures
Source: Twitter / X

And yet, Flipkart Minutes is doubling down.
“The next wave of growth in quick commerce will come from 'non-California customers' who are more value-centric. This is where the majority of India's retail market lies, and we see a mix of both premium and value-centric users coming into play.”
Kanchan Mishra, Head, Flipkart Minutes 
Source: Outlook Business

My uneducated view is this. The real question isn’t whether quick commerce should go beyond metros. It’s how. Maybe the answer isn’t 10-minute delivery in Tier 2. Maybe it’s two hours. Or six. Maybe the winning category isn’t ice cream. Maybe it’s fashion. Or electronics. The problem is not demand. Tier 2 has plenty. But it has a different rhythm. Different frictions. Availability. Product access. Someone has to decode that.

In 2012, when I was at Jabong, we were pushed to launch same-day delivery. I tried to agrue against it. It was expensive, our contribution margins were already hurting us. And I thought the customer didn’t care. But.. the relevant team launched same-day delivery in Gurgaon and next-day in Bangalore. And it worked. Customers loved it. They shifted. That’s when I learned: 

It's not about whether the customer wants it. It’s about whether the customer will switch if someone offers it. All else being equal. And that is not metro user behavior. That is human behavior.

Even the slowest quick commerce beats the fastest ecommerce.
Half of ecommerce orders come from tier 2. In these cities getting your order in 6 hours instead of 3 days is a massive upgrade. Quick commerce doesn’t need to match metro speed. It just needs to materially beat what exists. 

So maybe quick commerce in tier 2 will focus on different categories, and offer lesser SLAs. And Flipkart is not poorly placed to play that.",Text,27,3,0,2mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-08-16T11:03:00.000Z,,2025-07-17T00:00:00.000Z,,,2025-08-16
https://www.linkedin.com/feed/update/urn:li:activity:7351262137077350402,https://media.licdn.com/dms/image/v2/D5622AQH-eMzdr9iztQ/feedshare-shrink_800/B56ZgTQtptIAAk-/0/1752669806276?e=1763596800&v=beta&t=D5AmJbMjDlFMTcPy6nVq1I1xmErrnXOFwXRYrbqOYsI,"When Vishal & I decided to back Mohit he was doing immersive audio stories. Microdrama was not the part of the thesis. But what impressed us the most was Mohit's obsession with ""immersive"". That obsession is playing out in a different format of stories now.

Overthinking the business models in the early stage investing is often not very useful. Appreciating founders' understanding of their users, and their ability to build matters more.",Image,27,1,0,2mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-08-16T11:03:00.000Z,,2025-07-16T00:00:00.000Z,https://www.linkedin.com/feed/update/urn:li:activity:7351229991050760193/,,2025-08-16
https://www.linkedin.com/feed/update/urn:li:activity:7351246374274822146,,"No one has tried it
“If it’s such a good idea, why hasn’t anyone done it yet?”

Many have tried and failed
“If others couldn’t crack it. why will you?”

Big incumbents exist
“Won’t google just do it?”

A few are trying now
“This space is already crowded""

Somehow, early on every idea is either too early, too late, too hard, or too obvious. and still, founders build great companies.

Because all one needs to succeed is 'a lot of paying customers'. it's simple, but not easy.",Text,75,3,5,2mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-08-16T11:03:00.000Z,,2025-07-16T00:00:00.000Z,,,2025-08-16
https://www.linkedin.com/feed/update/urn:li:activity:7351148566410637312,,"This space is heating up nicely.

Waymo is doing 2 million miles a week. 

Tesla's Robotaxi launched in Austin. Offers 2x Waymo coverage.

Baidu to launch its driverless cars on Uber in Asia this year.

Travis Kalanick is trying to buy Pony AI. (speculation)",Text,13,2,0,2mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-08-16T11:03:00.000Z,,2025-07-16T00:00:00.000Z,,,2025-08-16
https://www.linkedin.com/feed/update/urn:li:activity:7350857428973867009,,"Narrative violation? 

OpenAI made us believe that closed-source ai is winning. but competitive open-source models are now emerging, especially from china.. (moonshot’s kimi k2 is a recent example). they may lag the frontier models by a few months, but they are genuinely open-source and freely available, and offer a credible alternative to the walled gardens. a bit early to say that open-source ai can become the default globally... but odds seem to be going up..",Text,19,3,0,2mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-08-16T11:03:00.000Z,,2025-07-15T00:00:00.000Z,,,2025-08-16
https://www.linkedin.com/feed/update/urn:li:activity:7350850787884814337,,"Seeing this interesting trend emerge: backdoor acquisitions 

As regulators in the usa tightened the screws on m&a, big tech found a workaround and rewrote the playbook to 'acquire' ai companies. 

As we know in ai the real asset is talent.. not ip, not revenue... so instead of buying the whole company, big tech is now 'acqui-hiring' the relevant teams. 

But interestingly, they don’t shut down the original company... not entirely.. they leave it partly functional. this is to sidestep regulatory heat and avoid the optics of a full-blown takeover.",Text,12,0,0,2mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-08-16T11:03:00.000Z,,2025-07-15T00:00:00.000Z,,,2025-08-16
https://www.linkedin.com/feed/update/urn:li:activity:7350723492390088706,https://media.licdn.com/dms/image/v2/D5622AQGz6OIdbky_5A/feedshare-shrink_800/B56ZgMED1LGUAk-/0/1752549048865?e=1763596800&v=beta&t=wwZFVJKJlO3VaAs-04UdJ5li_Px6G6fYim4-M6ZUWgI,"1B agents ≠ 1B people or jobs

Each agent would take a tiny slice of a task.. and do it repeatedly, tirelessly and endlessly...

The worry is that even if new opportunities emerge and create more jobs than we lose to agents.. the pace at which this change is happening will not give us time to upskill our white collared workforce..",Image,15,2,0,3mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-07-17T11:03:00.000Z,,2025-07-15T00:00:00.000Z,,,2025-07-17
https://www.linkedin.com/feed/update/urn:li:activity:7349794558999744512,,"They want to label ai content

Fine for now. but ai is on a steep curve.
human content isn’t.

When ai gets really good, those labels will become badges.

'Who wrote it"" isn't important. ""Is it good"" is.

And best of us are teaching LLMs ""what good looks like"". ai learns fast.",Text,12,0,0,3mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-07-17T11:03:00.000Z,,2025-07-12T00:00:00.000Z,,,2025-07-17
https://www.linkedin.com/feed/update/urn:li:activity:7344326923361112064,https://media.licdn.com/dms/image/v2/D5622AQHMIWDvfCD88g/feedshare-shrink_800/B56ZexKaa9GoAo-/0/1751023987620?e=1763596800&v=beta&t=8O03ti8mjcl35nAeS4KdSqU1ATdGJvJROFf61YNJGAs,"Sorry but most vc funds are just a wrapper on the capital that doesn't look good on our cap tables. ifkyk.

In Misfits i have raised only from founder angels. they are there when i need them. they are not there when i don't need them. problem with most VCs is that they are there when i don't need them. again iykyk. 

Jasnoor Gill posted this image ""in defense of spray & pray"" on the Misfits community group. 

This got me thinking.. to me spray & pray always felt like VC-speak to discredit angels who write small cheques. a way to imply small = shallow. 

But good angels don’t spray... they are deliberate. but they take more bets. not because they lack conviction, but because early-stage is uncertain.

I’ve seen a few angels with enviable portfolios who later launched funds.. their funds did well. but not as well as their angel picks. 

Personally, I like to back founders who i know can build if they are focused on a fertile space.

Founders and fertile space offer stronger early signals than metrics imo.",Image,19,1,0,3mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-07-17T11:03:00.000Z,,2025-06-27T00:00:00.000Z,,,2025-07-17
https://www.linkedin.com/feed/update/urn:li:activity:7344284610106638336,,"A startup is running out of capital.
The founder is struggling to raise.
Why? Their revenue is flat.
Why? Her sales head quit.
Why? She asked him to take a (temp) pay cut.
Why? They are running out of capital.

It’s a loop. And it’s messy. 
That’s what building in real time looks like.
But it’s also real. And relatable. And insightful.
Not like a case study from the 90s.
“GE’s two-decade transformation: Jack Welch’s leadership.”
Hindsight edits out the chaos, makes decisions look obvious.
But in real time, cause and effect blur.

We learn while the outcome is still unknown.
Join Misfits to watch the reality unfold.",Text,60,4,0,3mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-07-17T11:03:00.000Z,,2025-06-27T00:00:00.000Z,,,2025-07-17
https://www.linkedin.com/feed/update/urn:li:activity:7343177431828090881,https://media.licdn.com/dms/image/v2/D5622AQEDWImyX6cy0g/feedshare-shrink_800/B56ZeXG18dH8Ag-/0/1750586847632?e=1763596800&v=beta&t=RGVe2uvJt77m4T-Fb046B4hVaFrGomuLwl3OxzjHkMI,"It's time to pivot

Give me a team of the best quantum engineers. people who are constructive and dedicated and can do transformational work. and i will absolutely disappoint you. i will not know what to do with them. or how to channel their expertise into something meaningful.

But in a way, that's what we are all doing. we have round-the-clock access to analysts waiting to take our instructions. but we're trapped in jobs that keep us busy with narrow tasks, micro-optimizations, and ‘people management’.

IMO, it's time to pivot. as agents become more capable, these skills will matter less. today we celebrate the more productive ones among us. tomorrow we will not. because agents are inherently efficient, humans can’t beat them in the efficiency game. just like (even) usain bolt can’t beat chevy bolt. in a narrow task, his favorite 200 meter dash. 

In fact, those focused on narrow tasks will suffer twice. first they will miss out on this big opportunity, and then lose what they have to the agents. value will be captured by those who can take a step back, see the big picture, look at agents as capabilities, as lego blocks, and make something that people want with it. call them ‘architects’.

“ai can’t do my job well”, will be some famous last words. this is not the end state, models will improve. many of the tasks that we do as a part of the jobs that pay our rents exist only because a machine that can do it cheaper, better, faster has not been invented yet. but these new machines are coming for our white-collared tasks, if not jobs. so consider pivoting. be like mockingjays. build new capabilities. figure out how to combine these lego blocks, the ai capabilities, to create emergent value. work at the intersection of multiple skills. and embrace ambiguity, because the defined roles will be, you guessed it, taken up by the agents. 

Most of us can build new competencies. but a few of us will. because it's rather tempting to outsource our thinking to language models and get that instant value (write my prd or reply to my email). these immediate gains will make us believe that we are winning with ai. but it will actually keep us from building durable competencies. start thinking like ‘architects’, they will trump the optimizers. there will be rewarding jobs and there will be relentless agents. and since employees needed per project will shrink, there will be little space for people managers.

It's time to pivot. early is fine, late is fatal. the great divergence is upon us. darwin will be on steroids. market will act like nature in evolution. those who have hunger to succeed will pivot and adapt and succeed. don’t wait for the memo, the hunger games have begun.",Image,43,4,1,3mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-07-17T11:03:00.000Z,,2025-06-24T00:00:00.000Z,,,2025-07-17
https://www.linkedin.com/feed/update/urn:li:activity:7341451180268539908,,"If innovation was about connecting dots and recognising patterns, it’s about to explode. 

As context windows expand and memory deepens, and as more context moves inside LLMs, they’ll drive innovation faster than ever.",Text,28,3,0,3mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-07-17T11:03:00.000Z,,2025-06-19T00:00:00.000Z,,,2025-07-17
https://www.linkedin.com/feed/update/urn:li:activity:7338463755141304320,,"Learn to build

I believe the best learning is situational. It happens in the moment. Books and case studies are useful, but what matters is internalizing lessons and applying them when it counts.

This is our motivation behind building Misfits. If India has to produce more and better founders, we should create situations and let more people be exposed to the struggles of building startups.

Misfits lets you live through a startup's journey. The pitch, the operational highs and lows, the funding rounds and IPOs, and even the shutdowns. 

Seeing different companies from multiple angles helps you build a feel for what to build, how to build it, and where to compete. You develop an instinct for building. It's like how we learn to walk or speak: through immersion and iteration, not by reading a manual.

Want the front-row seat to a startup's journey? 
Join Misfits to learn from misfits. 
Because those who do not fit in are the ones who shape the world.",Text,43,3,0,4mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-06-17T11:03:00.000Z,,2025-06-11T00:00:00.000Z,,,2025-06-17
https://www.linkedin.com/feed/update/urn:li:activity:7338101368320102400,https://media.licdn.com/dms/image/v2/D5622AQFH_VydJsMPUg/feedshare-shrink_800/B56ZdP4MP_HoAk-/0/1749391822304?e=1763596800&v=beta&t=267vXQ5bGPj70F9Riwk_L5lWOvo5lMWgMOzyELUm-2M,"Using Slack to understand user behavior 

To understand users, we need to see what they do and feel their struggles.

User interviews can help, but they are tricky. Because people tend to offer solutions instead of describing their actual pain points. We have to keep nudging them back to their problems.

Another way is to 'watch' what users do in real time. A Slack bot can be configured to post messages for key actions. For instance, when a user (unidentified) adds an item to their cart, removes it, and then adds another as a replacement, you can't help but wonder what's going on. You start to feel their dilemma. That's when the real learning happens. In the moment.

You won't get this from a spreadsheet. Aggregate data is fine for tracking metrics, but it doesn't help you build intuition about the user behaviour.

The Slack channel can get noisy, and it's easy to start ignoring it. Hence, it helps to focus on one problem at a time. If you're working on improving cancellations, just follow the cancellations channel. 

Are you those learner types? Join Misfits to learn from founders.",Image,21,1,0,4mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-06-17T11:03:00.000Z,,2025-06-10T00:00:00.000Z,,,2025-06-17
https://www.linkedin.com/feed/update/urn:li:activity:7337738979623976962,https://media.licdn.com/dms/image/v2/D5622AQGwAQVX4RQSiw/feedshare-shrink_800/B56ZdJQF5PHoAg-/0/1749280647522?e=1763596800&v=beta&t=sW60ZobV0uRc8ck2Ki-Z5JcqBGNSpylJYpjluYo8NA4,"Where to play?
and lessons from Granola

Where to play? What to solve? These are the first set of decisions that we founders have to make. All other decisions like ‘How to play?’, ‘Who to hire?’ are downstream choices. We get more shots to get them right.

Startups have limited resources. So we need to start with a subset of the market. And become more ambitious over time. The ‘where to play’ thus translates into ‘how to slice’. 

Tackle a narrow problem for many customers? 
Or a broader problem for a few customers?

My preference is to go vertical. Going horizontal makes it harder to build a sticky product. Because there are too many user personas to worry about. And even if one can build a compelling product, it is not enough. As Granola is finding out. 

They built an elegant product for the universal problem of meetings. But that universality may have been their flaw. They stepped directly into the ‘kill zone’ of giants like Google, Microsoft, and, as we now realize, OpenAI. OpenAI has put Granola's business at risk overnight with a single feature update. 

Often, building a horizontal product is like being a tenant. The landlord will have the final say. 

So, where to play? 
Not in their territory. Find a small piece of land where you can be the landlord. A market that you can own.

That often means finding an underserved segment. Where horizontal products seem like a force fit. Talk to these users. Find out their pressing problems. Build to solve those problems.

Play where you can earn the right to win. And then work your way up.",Image,32,6,0,4mo,Post,Amit Singh,https://www.linkedin.com/in/amisingh,https://www.linkedin.com/in/amisingh/,2025-06-17T11:03:00.000Z,,2025-06-09T00:00:00.000Z,,,2025-06-17
