postUrl,imgUrl,type,postContent,likeCount,commentCount,repostCount,postDate,action,author,authorUrl,profileUrl,timestamp,viewCount,postTimestamp,videoUrl,sharedPostUrl,sharedJobUrl,approximateDate
https://www.linkedin.com/feed/update/urn:li:activity:7316356748515151873,https://media.licdn.com/dms/image/v2/D4E22AQExdvHjx6b8Kw/feedshare-shrink_800/B4EZYixgVUHUAg-/0/1744340127136?e=1763596800&v=beta&t=QWsnlN4DujU0DJtSdDnrGMz1ONtTfuNZV95Amc_HjPc,Image,"Had the privilege of seeing this in action.

Game-changer. Period.

Good luck with the launch Raghu Reddy , sudeep sahu !",20,2,1,6mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2025-04-19T15:26:00.000Z,,2025-04-11T00:00:00.000Z,,https://www.linkedin.com/feed/update/urn:li:activity:7316292784053706752/,,2025-04-19
https://www.linkedin.com/feed/update/urn:li:activity:7311040836303998976,https://media.licdn.com/dms/image/v2/D5622AQHUBmMIJqnEtQ/feedshare-shrink_800/B56ZXYI4eBGsAk-/0/1743087965583?e=1763596800&v=beta&t=c0tisRzP10WIpp8CQc8RRpdi9YnIJNrRFhLa1RFz0Qc,Image,"The latest #ChatGPT 4o Image Generator is going to put some #imageGen companies in serious risk if they're not entrenched in deep workflows with their customers.

Most users paying for image generation tools will also have a high overlap with ChatGPT plus subscriptions. And like the #superApps of old, we're heading into a phase where leaders like OpenAI, Anthropic and others will be building general purpose #superAI across most image, text, audio, video use cases.

PS: A pic from a movie outing with some folks from our Rootflo squad
Ashik Rahman Ananthu S Ajayan Vishnu R Kumar Sanosh Jacob",60,0,0,6mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2025-04-19T15:26:00.000Z,,2025-03-27T00:00:00.000Z,,,,2025-04-19
https://www.linkedin.com/feed/update/urn:li:activity:7310221366228590592,,Article,"Agentic AI is often overused & misused these days, and for good reason - the potential is massive! Such opportunities do bring a lot of eyes, experiments and fancy demos too...
But the true value unlocks when we're able to replace entire workflows. And this is only possible with Agentic AI, especially at enterprise scale & accuracy.

Had a nice chat with Swathi Moorthy from ETtech on how we see Agentic AI changing the financial landscape in the country.

Head to the article to read more!",22,0,0,6mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2025-04-19T15:26:00.000Z,,2025-03-25T00:00:00.000Z,,https://economictimes.indiatimes.com//tech/artificial-intelligence/decoding-agentic-ai-gold-rush/articleshow/119435472.cms,,2025-04-19
https://www.linkedin.com/feed/update/urn:li:activity:7309898370507059200,https://media.licdn.com/dms/image/v2/D4D22AQGO3RlWCq-hwA/feedshare-shrink_800/B4DZXH0L0HHAAg-/0/1742814101440?e=1763596800&v=beta&t=GzGqopp0prlXREaxg4ACB_YXCLZQsZROyCAq8m2bb6s,Image,"Fellow Fintech founders in #NY, DM me if you're there in NY in the coming week and want an intro to Shubhanga Prasad or Abhishant Pant",8,0,0,6mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2025-04-19T15:26:00.000Z,,2025-03-24T00:00:00.000Z,,https://www.linkedin.com/feed/update/urn:li:activity:7309892163268501506/,,2025-04-19
https://www.linkedin.com/feed/update/urn:li:activity:7305539199007395840,,Text,"Should I do prompt engineering vs RAG vs fine-tuning ? I often see this question asked a lot. Here is my opinion on this:

1️⃣ If prompt engineering works for your use case, stick with it. No need for RAG or fine-tuning if simple prompting gets the job done.

2️⃣ If prompt engineering isn’t enough but RAG solves the problem, go with RAG. It’s often more efficient than fine-tuning, especially when working with evolving knowledge bases.

3️⃣ If both prompt engineering and RAG fall short, consider adapter-based fine-tuning (e.g., LoRA). This allows targeted improvements without the heavy cost of full fine-tuning.

4️⃣ If even adapter fine-tuning isn’t enough, then full fine-tuning might be necessary. But be cautious—challenges like catastrophic forgetting can arise.

5️⃣ There’s one more reason to consider fine-tuning/distillation: If you have a very specific use case (e.g., structured data parsing, simple summarization) and want to deploy a smaller, cheaper model (e.g., LLaMA 3.1 8B, DeepSeek R1 7B) that can perform just as well but at a fraction of the cost.

Choosing the right approach depends on trade-offs between accuracy, cost, and complexity. What’s your go-to strategy?
#AI #LLMs #FineTuning #RAG #PromptEngineering",26,3,1,7mo,Nitin K Shaji reposted this,Vishnu Satis,https://www.linkedin.com/in/vishnusatis,https://www.linkedin.com/in/nitin-shaji/,2025-03-20T15:26:00.000Z,,2025-03-12T00:00:00.000Z,,,,2025-03-20
https://www.linkedin.com/feed/update/urn:li:activity:7298955117330870272,https://media.licdn.com/dms/image/v2/D5622AQHQ7bM13QA5Pw/feedshare-shrink_800/B56ZUnDa4oGoAg-/0/1740116965205?e=1763596800&v=beta&t=xR9DV5--6YdmaMZ6J2QeGgm6Wda6h6BJiOl3AZbBdPQ,Image,"Our first OS product - #floAI, which is our take on an enterprise-friendly #AgenticAI framework, has been silently making strides towards making building enterprise AI applications far more simpler. 

Pretty sure this will come in handy to many folks building in the space.

Do check it out and let us know what you think - https://lnkd.in/gP2Nx3Mw",25,2,2,7mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2025-03-20T15:26:00.000Z,,2025-02-22T00:00:00.000Z,,https://www.linkedin.com/feed/update/urn:li:activity:7298579553772281856/,,2025-03-20
https://www.linkedin.com/feed/update/urn:li:activity:7290254513578393601,https://media.licdn.com/dms/image/v2/D5622AQH8Qfk2Pw_HnQ/feedshare-shrink_800/B56ZSwv2EDGUAk-/0/1738132121222?e=1763596800&v=beta&t=FYLgk7CO1BqHZpRodkbqsw8gCBmk2dRli7ZBWzxsg-I,Image,"With all the news around how #DeepseekR1 is leading the way for a far more cost effective method to build models, this feels like a recurring theme.

- Brands like Xiaomi & Huawei disrupted the smartphone market with low-cost, high quality products.
- EV makers like BYD, NIO and even the Xiaomi supercar seems to be doing exactly the same!
 
So I'm guessing everyone expected this to happen especially given Deepseek's previous releases. 
But I guess one could never be prepared well enough for anything AI anymore :)",39,2,0,8mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2025-02-18T15:26:00.000Z,,2025-01-29T00:00:00.000Z,,,,2025-02-18
https://www.linkedin.com/feed/update/urn:li:activity:7290073798010093568,https://media.licdn.com/dms/image/v2/D4D22AQEOTREPmlnlSw/feedshare-shrink_800/B4DZSrm56LHAAg-/0/1738045891047?e=1763596800&v=beta&t=dylaAofKehaHirpMx5qPAeFYR304dV-y1k_Xus1qTO0,Image,🤝,33,1,1,8mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2025-02-18T15:26:00.000Z,,2025-01-29T00:00:00.000Z,,https://www.linkedin.com/feed/update/urn:li:activity:7289892836647325699/,,2025-02-18
https://www.linkedin.com/feed/update/urn:li:activity:7289633429921443841,https://media.licdn.com/dms/image/v2/D4D22AQEkyVFTfB_2TA/feedshare-shrink_800/B4DZSnpnpxHUAs-/0/1737979495201?e=1763596800&v=beta&t=v22aY202CJIUr4vTxqAUT8GSDJEGWPuGIZwPVs2t6r0,Image,"We could feel the excitement around #AgenticAI in BFSI, and how industry veterans are thinking about it. 

Not to mention that our chakna counter was a hit at the mixer 🍻

Thanks to The Fintech Yatra folks for making this happen!
Abhishant Pant Pankaj Singh Shubhanga Prasad Husain Rangoonwala Sagrika Shah",43,0,0,8mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2025-02-18T15:26:00.000Z,,2025-01-27T00:00:00.000Z,,https://www.linkedin.com/feed/update/urn:li:activity:7289614356764323842/,,2025-02-18
https://www.linkedin.com/feed/update/urn:li:activity:7287814010488373248,https://media.licdn.com/dms/image/v2/D5622AQFrR-8A_JlwJQ/feedshare-shrink_800/B56ZSOEOSUHwAg-/0/1737550260256?e=1763596800&v=beta&t=Dc2H82YnOnWA_gFBoRfCI0DbTQmaWBZPwD9BPxXFwDE,Image,"Will be attending this year's Mumbai #FintechMeetup on the 23rd of Jan.

And this time, Rootflo is one of the #MixerPartners 🥂 too!

Join us for a powerful evening of panel discussions, networking, & exploring the future of fintech! This event will be one of the most curated gatherings of the year for fintech founders, Sr. BFSI leaders, and investors.

Event details in comments if you want to RSVP (invite only)

#FintechYatra #AIforFinance",48,1,0,8mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2025-02-18T15:26:00.000Z,,2025-01-22T00:00:00.000Z,,,,2025-02-18
https://www.linkedin.com/feed/update/urn:li:activity:7282395572383227904,https://media.licdn.com/dms/image/v2/D5622AQFuec4oRac5Pg/feedshare-shrink_800/B56ZRBELozG8Ag-/0/1736258403719?e=1763596800&v=beta&t=qKxMCTJW9A9jcPJlqq0TQQk36xWi_9hbBK7WN4RbbHo,Image,"The Fintech Yatra is back with its 7th Edition

We are delighted to be part of this journey as #Bangalore Fintech Mixer Partner! 🥂

Whether you’re seeking market insights, building connections with leading bankers and lenders, or scouting for the perfect VC partner, Bangalore Fintech Mixer is where you should be.

Join us as we discuss what the year ahead looks like for both Fintech & #AI 

RSVP here: https://shorturl.at/zc7Lo",30,0,0,9mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2025-01-19T15:26:00.000Z,,2025-01-07T00:00:00.000Z,,,,2025-01-19
https://www.linkedin.com/feed/update/urn:li:activity:7280895753026187264,https://media.licdn.com/dms/image/v2/D5622AQFXFWkiBY80gA/feedshare-shrink_2048_1536/B56ZQrwGvOH0Ao-/0/1735900819048?e=1763596800&v=beta&t=0Msr2uY46BpydiPs3peZXFqkQQqivNZTxk1xIrwfvxE,Image,"Starting #2025 with some style - We're proud to partner with The Fintech Meetup to co-power the first fintech-focused #Mixer of the year in Bangalore, Koramangala. 

This is part of their flagship road journey, The Fintech Yatra, which has over the years uncovered incredible insights from the ground.

And this year, the landscape is ever-changing with the advent of AI and it's application in the BFSI industry.  Can't wait for the insights that's coming out of this edition of the Yatra!

If you'd love to join the Mixer, link is in the comments.

Please Note: This is an invite-only gathering for Fintech Founders, Investors & BFSI Professionals.

Ashik Rahman Vishnu Satis Abhishant Pant Pankaj Singh Husain Rangoonwala Sagrika Shah Shubhanga Prasad",45,1,1,9mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2025-01-19T15:26:00.000Z,,2025-01-03T00:00:00.000Z,,,,2025-01-19
https://www.linkedin.com/feed/update/urn:li:activity:7274477161804136450,https://media.licdn.com/dms/image/v2/D5622AQFd_J0VhEChiw/feedshare-shrink_800/B56ZPOiKo2GwAg-/0/1734336884836?e=1763596800&v=beta&t=S774_Fd20tYj5w_qUL7lgY6O1dG1I0C9HM458s7zXFY,Image,"The future of AI in #finance is just loading... 🔃
This gives a great perspective on how FIs are looking at adopting AI across the board!

Thanks Saison Capital for creating this map!

Rootflo Visa Kannan Uday Paul Kumar Ashik Rahman Vishnu Satis",21,1,0,9mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2025-01-19T15:26:00.000Z,,2024-12-16T00:00:00.000Z,,https://www.linkedin.com/feed/update/urn:li:activity:7274336141066039296/,,2025-01-19
https://www.linkedin.com/feed/update/urn:li:activity:7269606171861221377,https://media.licdn.com/dms/image/v2/D5622AQHHx6JeOPIufQ/feedshare-shrink_800/feedshare-shrink_800/0/1733124203909?e=1763596800&v=beta&t=wwFCMqt47bP6GfWDDkfnMX4Jo8PNuuuNnSDLnzFOkPQ,Image,"Exciting to be part of the Credit Saison India's Astra program for AI startups!
This is a great opportunity for us to showcase the future of modern finance back-offices with Rootflo.

More on this soon!",16,0,0,10mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2024-12-20T15:26:00.000Z,,2024-12-03T00:00:00.000Z,,https://www.linkedin.com/feed/update/urn:li:activity:7269249789492420608/,,2024-12-20
https://www.linkedin.com/feed/update/urn:li:activity:7269066968635203584,,Text,"Hola folks!

We're #hiring a curious data analyst who's looking to work directly with the core team.
You get to work on developing our cutting-edge AI product as well as be a part of our zero-to-one journey. 

Looking for folks who have a good grip on data crunching, statistics & an eye to uncover insights!

If you know anyone who'd fit the role, do recommend as well!

#dataAnalyst #dataScientist #startupJobs",40,6,1,10mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2024-12-20T15:26:00.000Z,,2024-12-02T00:00:00.000Z,,,https://www.linkedin.com/jobs/view/4087319298/,2024-12-20
https://www.linkedin.com/feed/update/urn:li:activity:7266392265126748160,,Text,"We’re #hiring!
Let me know if you know anyone who’d fit the role 🤝",33,1,1,10mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2024-12-20T15:26:00.000Z,,2024-11-24T00:00:00.000Z,,,https://www.linkedin.com/jobs/view/4081559229/,2024-12-20
https://www.linkedin.com/feed/update/urn:li:activity:7257582912781365248,https://media.licdn.com/dms/image/v2/D5605AQFq-a0eYz3ESw/videocover-low/videocover-low/0/1730342600842?e=1761213600&v=beta&t=rO1eWkx9t8E3fSdRdSK6fCp4fpjm6OV6krRNjUjDCNE,Video (LinkedIn Source),"That's a wrap at #Money2020
And I'm now part of the money Matrix (referring to the video here)

There were plenty of companies showcasing their tech stack(& spending their marketing bucks) in these areas and rightly so:
- Fraud / AML prevention 
- KYC & KYB verification
- Cross border money transfer stack
- AI document parsing & basic workflow automations

And yet, there wasn't enough folks that reimagining workflows in banks using AI (at least to my eyes)

That means:
- Use cases are still being developed
- Case studies are being built
- Companies with traction aren't bothered to market them here
- Mass scale adoption hasn't kicked off (crossing the chasm)
- and yet, the time to build in now!",31,0,0,11mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2024-11-20T15:26:00.000Z,,2024-10-31T00:00:00.000Z,blob:https://www.linkedin.com/f51326f6-768e-4a9f-80ec-61471761609c,,,2024-11-20
https://www.linkedin.com/feed/update/urn:li:activity:7256837855728082944,https://media.licdn.com/dms/image/v2/D5622AQHqqXJ_GnaXMA/feedshare-shrink_800/feedshare-shrink_800/0/1730164969211?e=1763596800&v=beta&t=rpG5qhs-360Sd1wiYAWO2zn-Be6zAjsMEA3ESMkraiU,Image,"Reporting in from #Money2020 from #LasVegas

The scale of this event is just 🤯

Couple of takeaways from the first 2 days from the event:

- Some talks on AI was mostly generic stuff, but there was one by Shanker Ramamurthy that really called out the gap in financial industry when it came to adopting tech to serve SMEs fund gap, and how GenAI & embedded finance will give institutions a competitive edge over the rest. Some use cases for AI in finance in the image attached.

- Entering a global market is not easy for fintech startups, and was talking to many founders who did the same. ""Partnerships"" was the key to their success. Finding a GTM partner to co-sell and who really finds value in your product is key!

PS: Watched somebody win a Macbook Air by picking a random key and trying to open a lock - Just Vegas things!",93,2,0,11mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2024-11-20T15:26:00.000Z,,2024-10-29T00:00:00.000Z,,,,2024-11-20
https://www.linkedin.com/feed/update/urn:li:activity:7254311842385154048,https://media.licdn.com/dms/image/v2/D5605AQHhh5y6P9PtWw/videocover-high/videocover-high/0/1729562713010?e=1761213600&v=beta&t=4g7nyafmVidK5-83YovRbY8crWPS16fNBCjEGYtmsaA,Video (LinkedIn Source),"Back in the #BayArea 

Looking to chat with folks in financial institutions who want to learn how they can re-imagine their back offices - by converting unstructured data such as emails, call recordings & pdfs to help generate revenue intelligence & automate critical workflows.

We're offering a complimentary AI consultation so that you can analyze resource drains as well!

DMs are open 💬",61,0,1,11mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2024-11-20T15:26:00.000Z,,2024-10-22T00:00:00.000Z,blob:https://www.linkedin.com/856fbd07-aeb2-44f3-9500-7cb84b4f63a5,,,2024-11-20
https://www.linkedin.com/feed/update/urn:li:activity:7253135749372366848,https://media.licdn.com/dms/image/v2/D5622AQGm6HDpv6pPxA/feedshare-shrink_800/feedshare-shrink_800/0/1729282317551?e=1763596800&v=beta&t=-PWxbnYFWAZjCHF4MqqTbNT9qoFYavIyv5L_HBW7J00,Image,"I was a bit skeptical about how #LATechWeek is going to help an early stage startup like ours, especially when it comes to getting closer to customers.

Well, I was wrong.

Had interesting conversations with multiple senior folks at banks, fintech companies, inspiring founders, potential investors and also made some friends along the way!

And got some really good advise too, especially if you're building in AI.
DM me if you want to know!",127,1,0,11mo,Post,Nitin K Shaji,https://www.linkedin.com/in/nitin-shaji,https://www.linkedin.com/in/nitin-shaji/,2024-11-20T15:26:00.000Z,,2024-10-19T00:00:00.000Z,,,,2024-11-20
