postUrl,imgUrl,type,postContent,likeCount,commentCount,repostCount,postDate,action,author,authorUrl,profileUrl,timestamp,viewCount,postTimestamp,videoUrl,sharedPostUrl
https://www.linkedin.com/feed/update/urn:li:activity:7337036103834636289,https://media.licdn.com/dms/image/v2/D4D05AQFfe6iqrjx0Ew/videocover-high/B4DZdJjcKRGkBk-/0/1749285720427?e=1761066000&v=beta&t=pbaT71DUCCAjx0RKrNItYQd2Edd_T7dTkW3lRER-YKY,Video (LinkedIn Source),A first for many reasons.  Fixerra is raising the bar.,90,0,3,4mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-06-16T22:13:00.000Z,,2025-06-07T00:00:00.000Z,blob:https://www.linkedin.com/dc73a89b-e15c-4825-be63-8934948b76e2,
https://www.linkedin.com/feed/update/urn:li:activity:7335960800529952768,https://media.licdn.com/dms/image/v2/D4D22AQEq_6G-h2HTyQ/feedshare-shrink_800/B4DZc6RdkCGkAk-/0/1749029348808?e=1763596800&v=beta&t=eNv08bmyXJPa3vzRIn0QNRy6xbFjVpPolvy8u6Qj3sU,Image,"🚨 𝗙𝗶𝘅𝗲𝗿𝗿𝗮 𝗶𝘀 𝗵𝗶𝗿𝗶𝗻𝗴 𝟮 𝗳𝘂𝗹𝗹-𝘁𝗶𝗺𝗲 𝘁𝗲𝗰𝗵 𝗶𝗻𝘁𝗲𝗿𝗻𝘀 (𝗣𝗮𝗶𝗱)

We’re looking for 𝗴𝗿𝗮𝗱𝘂𝗮𝘁𝗲𝘀 𝗼𝗿 𝗳𝗶𝗻𝗮𝗹-𝘆𝗲𝗮𝗿 𝗲𝗻𝗴𝗶𝗻𝗲𝗲𝗿𝗶𝗻𝗴 𝘀𝘁𝘂𝗱𝗲𝗻𝘁𝘀 who can dedicate the next 3 months full-time to building real fintech infrastructure.

𝗧𝗵𝗶𝘀 𝗶𝘀 𝗻𝗼𝘁 𝗮 𝘀𝗶𝗱𝗲 𝗽𝗿𝗼𝗷𝗲𝗰𝘁 𝗶𝗻𝘁𝗲𝗿𝗻𝘀𝗵𝗶𝗽. No fluff, no shadowing.

You'll work closely with the founding and engineering team at Fixerra — a B2B open banking fintech powering banking products at scale for some of the country’s largest digital platforms.

What we care about:

 • You’re 𝘀𝗺𝗮𝗿𝘁, 𝗰𝘂𝗿𝗶𝗼𝘂𝘀, and have a real interest in 𝗔𝗜, 𝗶𝗻𝗳𝗿𝗮, 𝗼𝗿 𝗮𝘂𝘁𝗼𝗺𝗮𝘁𝗶𝗼𝗻
 • You’ve 𝗯𝘂𝗶𝗹𝘁 𝘀𝗼𝗺𝗲𝘁𝗵𝗶𝗻𝗴, or at least tried breaking things to understand them
 • You are prepared to hustle and make it count

✅ Paid
✅ Remote or Work From Office(Mumbai)
✅ High ownership
✅ Chance of full-time conversion

𝗜𝗳 𝘆𝗼𝘂'𝗿𝗲 𝗶𝗻𝘁𝗲𝗿𝗲𝘀𝘁𝗲𝗱, 𝗹𝗶𝗻𝗸 𝗶𝘀 𝗶𝗻 𝘁𝗵𝗲 𝗰𝗼𝗺𝗺𝗲𝗻𝘁𝘀

We’ll go through responses and reach out to shortlisted candidates with the next steps.

#TechInternship #StartupJobs #FintechCareers #EngineeringInternship #RemoteInternship #HiringInterns #AIInternship #ProductTech #B2BFintech",77,16,9,4mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-06-16T22:13:00.000Z,,2025-06-04T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7331709752734826497,,Text,"Spoke to a product leader at a well-known fintech today. 

They’re exploring embedded deposits and had reached out to Fixerra to understand how we could help.

I started with the usual — our issuer network across banks and NBFCs, the journeys we enable, and how some of India’s largest platforms work with us.

But what really stood out was how early he asked about our 𝗔𝗣𝗜 𝗽𝗲𝗿𝗳𝗼𝗿𝗺𝗮𝗻𝗰𝗲 𝗮𝗻𝗱 𝘁𝗲𝗰𝗵 𝗿𝗲𝗹𝗶𝗮𝗯𝗶𝗹𝗶𝘁𝘆.
Not as a checkbox at the end — but right up front.

You don’t see that often. For all the talk of “tech-first,” few actually begin with tech.

That one question said more about priorities and instantly raised the bar for the conversation.
And ofcourse we were more than ready for it.

#fintech #embeddedfinance #bankinginfrastructure #APIs #Fixerra #digitaldeposits #productleaders",41,4,0,4mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-06-16T22:13:00.000Z,,2025-05-23T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7326533298892025857,,Text,"Three of our team members are from Punjab.

One lives in Pathankot, a few kms from the frontlines. One in Chandigarh and another in Ludhiana.

We build digital rails but it’s the real ones- guarded by our forces- that are keeping us all safe. 

Just really proud of our forces! 🇮🇳",66,0,0,5mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-05-17T22:13:00.000Z,,2025-05-09T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7325142232452222976,https://media.licdn.com/dms/image/v2/D4D22AQE0coBMV324Hg/feedshare-shrink_800/B4DZafq9uTHEAk-/0/1746435562963?e=1763596800&v=beta&t=b-hiJK904HrfPLFUYQuNry5ivPNDFeLaC4NO4FVk8CU,Image,"There was a time when we were chasing our first go-live, refreshing dashboards with zero volumes.

Today, we are running banking products at scale with some of the largest institutions in the country.

Recently,  Fixerra received the “Preferred Digital Partner” recognition from Mahindra Finance.

Earlier this year, we were recognised by our other BFSI partners for moving the highest deposit volumes among their digital partners too.

Grateful to our partners who bet on us, to our team who gives it everything, and to the fintechs who trust Fixerra behind the scenes.

We still feel like we’re just getting started.

Vikas Taneja Ashish Kapoor KRISHNARAO SV",98,30,4,5mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-05-17T22:13:00.000Z,,2025-05-05T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7324757207986647040,https://media.licdn.com/dms/image/v2/D4D22AQHy7Vcc3nCvTw/feedshare-shrink_800/B4DZaarYFHGsAo-/0/1746351785607?e=1763596800&v=beta&t=6H8zDzf1UKFLKS6uzcs3ScCn71p4W4B0FdHTFBPspK8,Image,"I still remember the first time a bank said “no.”
And then the first time a bank said “yes.”

The second one didn’t feel bigger—it just felt 𝙚𝙖𝙧𝙣𝙚𝙙.

That “yes” didn’t come with fanfare. No headline. Just perseverance.
And that’s what we’ve built  Fixerra on.

Some days, I pitch Fixerra to large platforms.
Some days, I explain how deposits with payouts work to a new intern.
Both matter equally.

Because the journey isn’t made in spikes—it’s made in showing up.
On low-energy days. On days with no responses. On days where we almost gave up.

𝗪𝗲’𝗿𝗲 𝗻𝗼𝘁 𝗰𝗵𝗮𝘀𝗶𝗻𝗴 𝗵𝘆𝗽𝗲. We’re here for the long haul.
To build slow, strong, and with people who value the same.

One partner, one relationship, one line of code at a time.",164,7,0,5mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-05-17T22:13:00.000Z,,2025-05-04T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7324304219295956992,,Text,"Was wrapping up a call with the product head of a fintech that is stepping into wealth. As we were closing, he said, “Don’t expect huge volumes from us—at least not in the beginning.”

I told him: I’m not here for volume. I’m here for the relationship.

At Fixerra, we’ve always believed that partnerships aren’t built on dashboards—they’re built on trust.

We’ve gone through our own early struggles too—banks asking us for fintechs, and fintechs asking us for bank partners. But we stayed at it, and so did the people who believed in us.

That’s why when we sign a new partner—big or small—we do it with conviction. That they’ll make it big. That we’ll grow together. And that Fixerra’s role is to be the enabler behind the scenes.

In this game, relationships compound faster than metrics.",105,5,0,5mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-05-17T22:13:00.000Z,,2025-05-03T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7323941866880581632,https://media.licdn.com/dms/image/v2/D4D22AQEbCqaMibXsqQ/feedshare-shrink_800/B4DZaNdJhBGgAg-/0/1746129952800?e=1763596800&v=beta&t=cwftMh_5MYiXpHqDlhPvr4-dSkaIIomO89_ZLzOxNzQ,Image,"Every day counts in scalable tech. Literally.

Zomato’s recent earnings call mentioned that YoY growth in food delivery was impacted — among other reasons — because last year was a leap year and this year had 1 less day in comparison. 

Many found it humorous. But the truth is: it’s actually quite a valid point for any scaled consumer or transaction-tech business.

Think about it: one extra day in a 90-day quarter is 𝗼𝘃𝗲𝗿 𝟭% 𝗺𝗼𝗿𝗲 𝗼𝗽𝗽𝗼𝗿𝘁𝘂𝗻𝗶𝘁𝘆 — in orders, transactions. AUM, spends, or users. For platforms like Zomato, or fintechs like us at  Fixerra where every day drives volumes, even a single day can skew growth metrics.

It’s not an excuse. But it is a reminder — At scale, nothing is trivial — not even the calendar 🙂",58,4,0,5mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-05-17T22:13:00.000Z,,2025-05-02T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7320821670317842433,https://media.licdn.com/dms/image/v2/D4D22AQGtFktJU_rHRw/feedshare-shrink_800/B4DZZjIgulG8Ag-/0/1745419898809?e=1763596800&v=beta&t=HnHnY5ib2c7_Xnwkk8gHfn4Tt1-oLTBaE3wn1mIb0_I,Image,"𝗞𝗮𝘀𝗵𝗺𝗶𝗿 𝗶𝗻 𝗼𝘂𝗿 𝘁𝗵𝗼𝘂𝗴𝗵𝘁𝘀 𝗮𝗻𝗱 𝗽𝗿𝗮𝘆𝗲𝗿𝘀.

Two years ago, I visited Kashmir with my family. Amidst the breathtaking beauty, we came across a simple bench with something inscribed in Urdu:

“Gar firdaus, ruhe zamin ast, hamin asto, hamin asto, hamin ast.”
(“If there is a paradise on earth, it is this, it is this, it is this.”)

That quote has stayed with me. And so has the calm, the warmth of the people, and the unmatched beauty of the valley.

It’s heartbreaking to see such a place disturbed by senseless acts of terror.

Sharing a photo from that visit, in memory of what Kashmir is—and what it deserves to always be.",71,1,1,5mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-05-17T22:13:00.000Z,,2025-04-23T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7310956303982460928,,Text,"Three weeks ago, we noticed a transaction on the  Fixerra Gateway—from one of our partner platforms, just another transaction, or so we thought.

But this one was special. It came from 𝗔𝗻𝗱𝗮𝗺𝗮𝗻 & 𝗡𝗶𝗰𝗼𝗯𝗮𝗿 𝗜𝘀𝗹𝗮𝗻𝗱𝘀—our first from that union territory. And with that, Fixerra Gateway quietly crossed a 𝗺𝗶𝗹𝗲𝘀𝘁𝗼𝗻𝗲 𝘄𝗲 𝗵𝗮𝗱 𝗮𝗹𝘄𝗮𝘆𝘀 𝗱𝗿𝗲𝗮𝗺𝘁 𝗼𝗳 𝘄𝗵𝗲𝗻 𝘀𝘁𝗮𝗿𝘁𝗶𝗻𝗴 𝗼𝘂𝘁.

We now have transactors from 𝗲𝘃𝗲𝗿𝘆 𝘀𝗶𝗻𝗴𝗹𝗲 𝘀𝘁𝗮𝘁𝗲 𝗮𝗻𝗱 𝘂𝗻𝗶𝗼𝗻 𝘁𝗲𝗿𝗿𝗶𝘁𝗼𝗿𝘆 𝗼𝗳 𝗜𝗻𝗱𝗶𝗮.

From metros to remote corners of the country, the digital infrastructure we’ve built (and continue to build) is truly pan-India, powering seamless banking experiences for digital platforms and their users everywhere.

A small transaction, a massive milestone. 🚀

#Fintech #FinancialInclusion #Fixerra #BankingInfrastructure",176,12,4,6mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-04-17T22:13:00.000Z,,2025-03-27T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7310291310886707200,https://media.licdn.com/dms/image/v2/D4D22AQFvVEFhXigO3g/feedshare-shrink_800/B4DZXMDBwNG8Ak-/0/1742885101051?e=1763596800&v=beta&t=8cLOHs_0VycJ7cUpWaq8BddPkTeWBN-ragtIF9r5NIw,Image,"Another feather in the cap!

After receiving the award from Bajaj Finserv, we have now been recognised by Shriram Finance Limited too for being their largest fintech partner for fixed deposits.

Are you also interested in launching banking products on your app quickly and seamlessly? Just drop a 'Hi' and our team will contact you.

#Fixerra #FixedDeposits #Milestone #Growth #Fintech 

Akshar Shah Priyanka Shah Satra Archita Goyal Vijaya Edke Achyut Gupta Harsh Gupta Arshya Dhawan Dilip Rathod

Jaidev Joshi Diwakar Sharma",71,6,4,6mo,Akshar Shah reposted this,Fixerra,https://www.linkedin.com/company/fixerra,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-04-17T22:13:00.000Z,,2025-03-25T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7306224882814480384,https://media.licdn.com/dms/image/v2/D4D22AQGG3KMyDe6THQ/feedshare-shrink_800/B4DZWTsz.LG4Ag-/0/1741939753639?e=1763596800&v=beta&t=Mu_iu7bTTAlg7dbe3QtUv1eq4Tn7WD4SkgfZqJajQt8,Image,"Lately, quite a few people I meet ask me the same question — ""With equity markets being jittery, volumes in FDs and RDs must be picking up, right?""

The answer actually is a Yes.

At  Fixerra, we’ve seen volumes grow steadily over the last few months.

But I don’t believe this surge is just equity money shifting to safer products. It feels more like people are starting to understand the value of asset allocation — spreading their investments wisely instead of chasing just one path.

Of course, markets will do what markets do — one big rally, and this wisdom might just get forgotten again.

Hopefully, fintech platforms and investment apps will keep encouraging this balanced approach — because that’s what really helps investors in the long run.",57,3,1,7mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-03-18T22:13:00.000Z,,2025-03-14T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7297497901222576128,,Text,"Do not stop your SIP! If you thought it was a good time to invest at the peak of the market, it's an even better time to invest when it's 10% down. 

More SIPs were stopped in Jan'25 than started - driven by the market correction, the first for many investors. 

""Asset allocation"" has made a come back after 3 years as the latest buzz word in investing. Once again something that should never be stopped. 

Fortunately its 100x easier today to build a wholesome portfolio across stocks, FD, bonds and gold even if you just have 10,000 to invest.",81,3,1,7mo,Akshar Shah reposted this,Nikhil Aggarwal,https://www.linkedin.com/in/nikhil-aggarwal103,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-03-18T22:13:00.000Z,,2025-02-18T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7295793098037628928,,Text,"At Fixerra, we are not the loudest on social media or the most aggressive in marketing. 

But we have grown our partnerships multifold driven by partners who trust us enough to recommend us within the industry. That trust is our biggest win.

Grateful for those who believe in what we’re building! 🙌",146,5,0,8mo,Post,Akshar Shah,https://www.linkedin.com/in/akshar-shah-09427b76,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-02-16T22:13:00.000Z,,2025-02-13T00:00:00.000Z,,
https://www.linkedin.com/feed/update/urn:li:activity:7292188900863721472,,Article,"It’s incredibly thrilling to see Tata Neu's Fixed Deposits Marketplace making waves in the market and being recognized by leading media outlets! 🚀
Bringing this product to life has been an exciting journey, and seeing it gain traction reinforces how meaningful and impactful it is for users looking for safe & high-yield investment options. With interest rates up to 9.1% and investments starting at just ₹1,000, our platform is truly democratizing access to smart & safe savings.

Some recent mentions:
1. https://lnkd.in/gHHHCpNp
2. https://lnkd.in/gjJ55GUB

Feeling proud to be part of this journey, and can’t wait to see how we continue to grow! 🚀💡 #TataNeu #FixedDeposits #InvestSmart #ProductManagement",94,1,3,8mo,Akshar Shah reposted this,Avantika Bhatia,https://www.linkedin.com/in/avantika-bhatia-427a76120,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-02-16T22:13:00.000Z,,2025-02-03T00:00:00.000Z,,https://timesofindia.indiatimes.com/business/india-business/tata-neu-enters-retail-investments-with-fd-marketplace/articleshow/117026763.cms
https://www.linkedin.com/feed/update/urn:li:activity:7286356410626400256,https://media.licdn.com/dms/image/v2/D4D22AQFefGBIFuTisA/feedshare-shrink_800/B4DZR5AagEHkAw-/0/1737196940396?e=1763596800&v=beta&t=IdiGH5TLPW4DMiZnfU2qs_dYMrPJZRcKgQyjDGF_ri0,Image,"Corporate Fixed Deposits holds a special place in my heart. Not just because it is the first major product release I have worked on at Cherry, but also because it is a product that genuinely helps people diversify their investments and provide a stable income stream. It is ideal for investors preferring to avoid the volatility associated with equities (8.38% fixed interest rate!!).

With flexible maturity periods ranging from 6 months to 5 years, investors can tailor their investments to meet specific financial objectives. Do check it out!

#Invest #KotakCherry #CorporatFDs",46,0,2,8mo,Akshar Shah reposted this,Rohan Rajora,https://www.linkedin.com/in/rohanrajora,https://www.linkedin.com/in/akshar-shah-09427b76/,2025-02-16T22:13:00.000Z,,2025-01-18T00:00:00.000Z,,
