postUrl,type,videoUrl,imgUrl,postContent,likeCount,commentCount,repostCount,postDate,action,author,authorUrl,profileUrl,timestamp,viewCount,postTimestamp,sharedPostUrl,approximateDate
https://www.linkedin.com/feed/update/urn:li:activity:7339139928167018499,Image,,https://media.licdn.com/dms/image/v2/D5622AQGUyN1-M4uQvQ/feedshare-shrink_800/B56ZdendpNG0Ag-/0/1749639095488?e=1762992000&v=beta&t=i4M0jifJUBAPQ7IIhcjGH1i39GS-24osidBpG6WvePk,"From credit scores to cricket scores! 📉📈
It’s officially game time!

We’re excited to share that Signzy is the official sponsor of Pitch Report: Credit Meets Claims, where lenders and insurers step off their dashboards and onto the pitch for the ultimate fintech face-off! 🏏

Join us for a power-packed morning of runs, teamwork, and cross-industry insights!

📍 CTIC Town, Gurugram
 🗓️ 5th July | 6:00 AM IST

Registrations are now open! Lock in your spot!

Indian Financial Forum || इंडियन फाइनेंशियल फ़ोरम | India Insurtech Association 

#PitchReport #CreditMeetsClaims #signzysponsors #fintechleague

Pankaj Bansal Aseem Duggal Arpit Ratan Fareed Syed Gagan Aggarwal Hardit Lamba Devansh Pateria Mayank Sharma Narayanan Kannan Rohit Garg Sameer Jain Shaleen Ahuja Vineet Ranjan अभिषेक वार्ष्णेय Abhishek Varshney Sachin Aggarwal Prabal Khanna Prerak Sethi Aishwarya Yadav Mohit Sharma Colin Fernandes Sanika Gavankar Arnab Dutta Prerak Sethi Shwetank Verma Subhajit Mandal, CFA Rajat Sharma Sumit Ramani Amit Tiwari Sunil Padasala, FIA, FIAI Sunder Krishnan Khushboo Aggarwal Rahul Nawab Prasad Krishnamorthy Mahavir Chopra Shobha Arora Rahul Mehay Tanvi Sachdeva Anu Singh",76,2,4,4mo,Ankit Ratan reposted this,Signzy,https://www.linkedin.com/company/teamsignzy,https://www.linkedin.com/in/ankitratan,2025-06-27T10:37:00.000Z,,2025-06-13T00:00:00.000Z,,2025-06-27
https://www.linkedin.com/feed/update/urn:li:activity:7338026920304922624,Image,,https://media.licdn.com/dms/image/v2/D5622AQGSXnDlbv7bzA/feedshare-shrink_800/B56ZdXolr_G0Ao-/0/1749521950549?e=1762992000&v=beta&t=y2cV9Py6v0MfG6iAy4uw6IoqGoQG25FyPOfLWBUFe3k,"🧠 Are LLMs just pattern matchers? A recent debate has reignited this foundational AI question.

It started with an Apple research paper that argued today’s AI systems—including large language models—are not truly “reasoning.” They’re just doing statistical pattern matching at scale. No abstraction, no understanding, no causality—just very good autocomplete.

In response, Ilya Sutskever (co-founder of OpenAI) delivered a lecture where he flipped the script:

> “Our brains are also just giant pattern matchers.”



His point? Intelligence doesn’t require symbolic logic or explicit reasoning steps. The human brain learns from patterns too—associations, reinforcement, feedback. And LLMs are perhaps walking the same evolutionary path, just digitally.

But here’s a missing piece that neither side emphasizes enough:
The substrate matters.

🧠 Human brains are massively parallel, analog, and energy efficient. Neurons can fire with infinite gradations, and billions of them operate simultaneously. Pattern matching in the brain can involve emotional nuance, parallel thoughts, and contextual awareness—all happening together.

💻 AI systems, on the other hand, run on silicon chips. Even with GPUs and TPUs, they’re fundamentally linear, digital, and binary. A transistor can be ON or OFF. Parallelism is simulated, and multitasking is expensive. When an LLM generates a sentence, it's not juggling multiple perspectives in the way a human does—it’s walking one path at a time, very fast.

So yes, maybe both brains and LLMs are pattern matchers.
But only one of them is doing it in wetware, with organic nuance and infinite resolution. The other is stuck in silicon.

And perhaps, that difference still matters more than we think.",38,2,0,4mo,Post,Ankit Ratan,https://www.linkedin.com/in/ankitratan,https://www.linkedin.com/in/ankitratan,2025-06-27T10:37:00.000Z,,2025-06-10T00:00:00.000Z,,2025-06-27
https://www.linkedin.com/feed/update/urn:li:activity:7333331936754487297,Text,,,"RegTech isn’t just another fintech vertical - it’s quietly becoming the connective tissue of global finance.
Spoke more about this in my recent article for Elets Banking and Finance  (linked in the first comment)
Two pivotal points that jumped out:
-Ten years ago, a cross-border onboarding flow took days and a war room of analysts. Today, a well-trained model can clear a customer in under five minutes and still spot the deepfake hiding behind a doctored passport photo.
-Also, this shift isn’t only about speed; it’s about who gets to build. When rules can be codified and updated in software, compliance moves from a cost centre to a product feature. Suddenly regional banks, credit unions, even niche fintech apps can launch globally without blowing up their risk budget.
Will soon share more stats and stories around this!
Signzy 
Until then, enjoy the article (first comment) 👇",100,6,0,4mo,Post,Ankit Ratan,https://www.linkedin.com/in/ankitratan,https://www.linkedin.com/in/ankitratan,2025-06-27T10:37:00.000Z,,2025-05-28T00:00:00.000Z,,2025-06-27
https://www.linkedin.com/feed/update/urn:li:activity:7322529575165472768,Document,,,"Grateful to have a few thoughts featured in the Emerging Payments Association Asia report launched last week at Money20/20 Asia.

EPAA’s report does a great job capturing the momentum in India’s digital payments landscape—not just trends, but the real energy shaping the future.

I had the chance to share a small perspective on something I care deeply about: how trust, compliance, and regtech are evolving in our region. As payments become faster and more seamless, the invisible infrastructure of identity and fraud prevention becomes even more important.

At Signzy, we’ve been quietly working behind the scenes to build that infrastructure—helping banks and fintechs onboard customers with trust, speed, and security. It’s encouraging to see these conversations gaining more attention.

Thank you to Monica Jasuja and Camilla Bullock at EPA for the thoughtful dialogue and for including Signzy as one of the voices from India.

A few striking numbers from the report:

Digital payment transaction volumes have grown 573x between 2005 and 2024.

The number of banks live on UPI has grown from 21 in 2016 to 661 in 2025.

UPI transaction value has soared from ₹69.53 billion in 2016–17 to a projected ₹275 trillion in 2024–25.


To everyone at Money20/20 Asia—there’s still so much work ahead. It’s an exciting time for India’s digital journey.

#Money2020Asia #EmergingMarkets #Fintech #Signzy #DigitalIdentity #Compliance #KYC",93,4,7,5mo,Post,Ankit Ratan,https://www.linkedin.com/in/ankitratan,https://www.linkedin.com/in/ankitratan,2025-05-28T10:37:00.000Z,,2025-04-28T00:00:00.000Z,,2025-05-28
https://www.linkedin.com/feed/update/urn:li:activity:7320513076108103681,Article,,,"From 10 to 200+ Engineers: What We Learned While Scaling Engineering at Signzy
Building a company is hard.
 Scaling the engineering team while keeping the culture intact? Even harder.
At Signzy, we made a conscious effort to grow not just in numbers, but in how we learn, automate, share knowledge, and stay people-first.
In this blog, I’ve shared a few key experiences—from automating away our API delivery bottlenecks, to building a culture where debugging gets faster, not harder, and where learning is part of the job, not an afterthought.

Would love to hear your thoughts, especially from fellow engineering leaders and startup folks.
Ankit Ratan Ankur Pandey
Abhi Talari Rajdeep Sharma Ishu Singhal

#EngineeringCulture #StartupLeadership #TechScaling #DeveloperProductivity #Automation #Signzy",5,0,0,6mo,Post,Ankit Ratan,https://www.linkedin.com/in/ankitratan,https://www.linkedin.com/in/ankitratan,2025-04-28T10:37:00.000Z,,2025-04-22T00:00:00.000Z,https://medium.com/p/signzy-engineering-culture-from-10-to-200-57d7b96e1afb?source=social.linkedin&_nonce=Fax6aZDz,2025-04-28
https://www.linkedin.com/feed/update/urn:li:activity:7320512518563528706,Text,,,"For last few years, we have been quietly building a global #kyc app.

Today Signzys OneTouch KYC is the most comprehensive and simple way to do KYC globally.

One single interface allows an Organisation to-
• Read and identify IDs for 180+ countries 
• Verify the information using local database in 100+ countries
 • Check for liveliness
• Prevent #frauds from #syntheticID and #deepfakes
• Perform #AML checks compliant with FATF
• Consent mechanism compliant with #gdpr and consent laws in multiple jurisdiction
• Provide dashboard for audit and exception handling
• Out of the box world-class UI with ability to customize as per branding guidelines.

We now have 50+ customers globally who have moved from their legacy ID providers to the most advanced ID system of Signzy. You can go live without integration or writing a single line of code. Making it super easy for teams to switch. 

If you are facing challenges with your current KYC provider or see #genai as a challenge to your current legacy KYC system. Come talk to us to build a future proof KYC system

Saurin Parikh Ankit Ratan Ankur Pandey Kaushil Kachhela",211,18,11,6mo,Ankit Ratan reposted this,Arpit Ratan,https://www.linkedin.com/in/arpit-ratan-a2aaa420,https://www.linkedin.com/in/ankitratan,2025-04-28T10:37:00.000Z,,2025-04-22T00:00:00.000Z,,2025-04-28
https://www.linkedin.com/feed/update/urn:li:activity:7317405795963269120,Image,,https://media.licdn.com/dms/image/v2/D5622AQHImz1jn31EEQ/feedshare-shrink_800/B56ZYylx36GUAk-/0/1744605490924?e=1762992000&v=beta&t=k4VXlwPEDcpRiXDCkrx_Cndsv9xhLl1LovZkzIm_vxg,"API vs MCP vs A2A — What’s the Difference, and Why It Matters
There’s a lot of buzz around new AI frameworks like MCP and A2A, and many people are asking — how are these different from traditional APIs?

Let’s break it down with simple examples:
1. APIs (Application Programming Interfaces)
 APIs are how different apps talk to each other — especially when they’re owned by different teams or companies.
Example:
 Your app wants to check the credit score of a user. You hit an external credit bureau’s API, which returns a score.
 The bureau decides what data to expose, how often, and in what format.
APIs are great for external world integration — clean, secure, versioned. But they require agreement, documentation, and often strict access control.
 You don’t see what’s behind the curtain — you just use what’s offered.

2. MCP (Model-Context Protocol)
 Introduced by Anthropic, MCP allows LLMs to interact with external tools and data via a standardized interface. It’s still a one-model world, but you feed it structured access to plugins and databases.
Example:
 An LLM helping a customer support agent might use MCP to look up order history, check return status, or send a refund — all through tools connected via this common protocol.
MCP is about making a single AI model smarter by giving it controlled access to context and tools.
 It reduces the need to hard-code every integration.

3. A2A (Agent-to-Agent Framework)
 This is where things shift from integration to collaboration. With A2A, different AI agents can talk to each other, negotiate, and complete tasks together — even across systems — without needing formal APIs exposed.
Example:
A lightweight agent on your app checks user inputs
It passes the data to a document-verifying agent
That agent flags inconsistencies and triggers a risk-check agent
All this happens internally, without each system exposing APIs or standardizing requests
It’s like RPA — but no humans in the loop, and far more intelligence.

The Big Shift
API: You tell me what you expose, and I’ll write code to use it.
MCP: I’m one smart AI, and I know how to use tools if you give me handles.
A2A: I’m part of a team of smart agents. We’ll talk, figure it out, and get the job done — no need to call IT to expose a new API.

This opens up exciting new possibilities:
-Teams don’t have to standardize every backend operation into an API
-On-device agents can handle more on the edge
-Internal workflows become more autonomous and scalable

The AI architecture of the future won’t be a single genius model — it’ll be a team of capable agents talking to each other.
Let me know what you think — or if you’ve started playing with these ideas. Would love to hear more use cases.",117,20,5,6mo,Post,Ankit Ratan,https://www.linkedin.com/in/ankitratan,https://www.linkedin.com/in/ankitratan,2025-04-28T10:37:00.000Z,,2025-04-14T00:00:00.000Z,,2025-04-28
https://www.linkedin.com/feed/update/urn:li:activity:7316131223330779136,Image,,https://media.licdn.com/dms/image/v2/D5622AQHdCiRXBF6D4Q/feedshare-shrink_800/B56ZYgek1RHEAk-/0/1744301609440?e=1762992000&v=beta&t=Zg5QE9f7YlsGHK71iJW8qqXHLaZYCxk6Es4VzoG0JME,"Google just launched something interesting in the AI space called A2A (Agent-to-Agent). It’s a framework where different AI agents can talk to each other, work together, and check each other’s work.
Instead of one big model doing everything, A2A lets multiple smaller agents handle different tasks — like writing code, reviewing it, and deciding what to do next. Kind of like how real teams operate.
What’s exciting here is that this is not just about breaking one prompt into parts (like MCP does). In MCP, you're still driving one model to do multiple tasks in a structured way — like giving it a checklist. But with A2A, you're creating actual independent agents, each focused on their own specialty, talking and collaborating like co-workers. It’s a more modular, flexible setup.
Another interesting angle: A2A could enable lightweight agents on the edge (like inside your mobile app) to talk to more powerful agents running on the backend. That could mean faster responses, less data transfer, and better privacy — especially useful in customer-facing apps.
In the customer onboarding space, this opens up a lot. You often need:
One agent to recommend the right financial product
Another to verify documents and extract data
A third to assess customer risk
With A2A, these specialized agents can be trained once and reused across different workflows — no need to build new agents or clunky rule-switching logic every time something changes.
We’re exploring how this could help improve our own onboarding and document automation flows. Early days, but it feels like a solid step toward building smarter, more adaptable AI systems.",113,9,2,6mo,Post,Ankit Ratan,https://www.linkedin.com/in/ankitratan,https://www.linkedin.com/in/ankitratan,2025-04-28T10:37:00.000Z,,2025-04-10T00:00:00.000Z,,2025-04-28
https://www.linkedin.com/feed/update/urn:li:activity:7313922402642546688,Text,,,"Beyond Fancy Ice Creams: A Wake-Up Call for India’s Innovation Ecosystem

Union Minister Piyush Goyal recent remarks at Startup Mahakumbh—mentioning “fancy ice creams” and “hyperfast groceries”—sparked strong reactions across India’s startup world.

But perhaps the criticism should be seen less as dismissal and more as deliberate tough love. Goyal, one of India’s most effective communicators, likely chose his words to provoke reflection—not discourage innovation. Like a parent urging a child to aim higher, his message is clear: India must prioritize deep tech innovation if it wants to lead globally.

While consumption-driven startups have created jobs, attracted FDI, and modernized services, they often reorganize existing spending patterns rather than build long-term capability. True nation-changing innovation—semiconductors, robotics, EVs, AI—requires patient investment, research, and ecosystem-wide support.

Countries like South Korea (electronics), Israel (cybersecurity), and China (EVs & automation) made deliberate, long-term bets on deep tech—and are reaping the benefits.

The responsibility doesn’t lie with founders alone. Government, academia, investors, and corporate leaders must work in concert. That means more public funding for research, deeper academia-industry collaboration, and a culture that celebrates solving hard problems—not just scaling fast.

India doesn’t need to abandon consumer innovation. But we must balance it with bold, future-defining bets. The next chapter of our startup story should be about building the technology the world uses—not just delivering it faster.

If this speech makes us pause and ask: What kind of innovation will define India in 2047?, then it has served its purpose.

Let’s celebrate our progress—but also raise our ambitions.",71,8,1,6mo,Post,Ankit Ratan,https://www.linkedin.com/in/ankitratan,https://www.linkedin.com/in/ankitratan,2025-04-28T10:37:00.000Z,,2025-04-04T00:00:00.000Z,,2025-04-28
https://www.linkedin.com/feed/update/urn:li:activity:7313475867735638016,Image,,https://media.licdn.com/dms/image/v2/D5622AQFu4C_ZNiQdbA/feedshare-shrink_800/B56ZX6vh._GsAo-/0/1743668519382?e=1762992000&v=beta&t=J_WU-Z0-3JuuwgjsWg7B03kDyJxxqGxKoiSQ3dAEwMQ,"🚀 How UPI Killed Splitwise in India (But It’s Still Alive in the US!) 💸
Remember the days when splitting a bill meant long calculations, awkward reminders, and the dreaded ""I'll pay you later"" texts? Apps like Splitwise thrived because paying back was a pain—logging into a bank on a desktop, adding payees, and waiting for transfers to process.
Then came UPI in India—and overnight, bill-splitting apps became almost… irrelevant. 💀
📊 UPI Revolution in Numbers:
 ✅ 8.9 billion transactions in April 2024 🚀
 ✅ 85%+ market share dominated by PhonePe & Google Pay
 ✅ Instant, 24/7 transfers with no need for third-party apps
Now, you just scan, pay, and move on—no need to ""split later"" when you can pay instantly. Apps like PhonePe and Google Pay even offer built-in bill-splitting features.
Meanwhile, in the US… 🇺🇸
 Without a widely adopted real-time payment system like UPI, apps like Splitwise, Venmo, and SettleUp still thrive. People track expenses, send Venmo requests, and wait for money to land in their bank accounts.
💡 Lesson?
 Tech adoption isn’t just about innovation—it’s about removing friction. India leapfrogged the bill-splitting era by making payments instant, while the US still leans on dedicated apps.
What do you think? Will the US see a UPI-like disruption, or will Splitwise & Venmo stay strong? Let’s discuss! 👇",69,13,4,6mo,Post,Ankit Ratan,https://www.linkedin.com/in/ankitratan,https://www.linkedin.com/in/ankitratan,2025-04-28T10:37:00.000Z,,2025-04-03T00:00:00.000Z,,2025-04-28
https://www.linkedin.com/feed/update/urn:li:activity:7311007073788379136,Document,,,"Some legacies aren’t just remembered, they’re lived every single day.

For 90 years, the Reserve Bank of India (RBI) has done just that. Quietly shaping the way India banks, transacts, and trusts its financial system.

From coins in our pockets to the tap of a phone, the RBI’s journey is stitched into the fabric of our daily lives.

As we continue celebrating #RBIWeek at Signzy, today’s spotlight is on the milestones that made this institution a force of stability, innovation, and progress — one policy at a time.

Whether it was introducing Asia’s first deposit insurance to protect small depositors, driving credit towards agriculture and small businesses through priority sector lending, or nationalizing banks to make financial services accessible to millions — each milestone shaped the way India banks today 💪

In recent years, the RBI has continued to adapt — enabling UPI’s rapid growth into a global payments benchmark, making onboarding simpler with Video KYC, and exploring the future of money through digital currency pilots. Its scale-based framework for NBFC regulation and the formation of the Monetary Policy Committee have further strengthened the system’s resilience.

Through changing times and new challenges, the RBI’s role has remained clear — enabling progress while safeguarding stability 

Let's dive deeper in their journey 👇

#90YearsOfRBI #SignzyRBIWeek #RBI90Years",63,3,3,6mo,Ankit Ratan reposted this,Signzy,https://www.linkedin.com/company/teamsignzy,https://www.linkedin.com/in/ankitratan,2025-04-28T10:37:00.000Z,,2025-03-27T00:00:00.000Z,,2025-04-28
https://www.linkedin.com/feed/update/urn:li:activity:7303754805837996032,Image,,https://media.licdn.com/dms/image/v2/D5622AQGfrPgNEDxP4w/feedshare-shrink_800/B56ZVqXNXCGoAo-/0/1741246226316?e=1762992000&v=beta&t=GghuyxZ3vRGwR4kV8SewsD7KN_kiaMr9td-nbtBWksM,"RBI’s MNRL Mandate: Time is running out! ⏳

Fraudsters are always innovating, and one of their favorite tricks is hijacking mobile numbers to bypass OTPs and access bank accounts. 

To tackle this, RBI now requires banks and NBFCs to check the Mobile Number Revocation List (MNRL) before approving high-risk transactions 💳

With the March 31 deadline approaching, you’ll need a secure, real-time solution that ensures compliance without adding friction for customers.

3 solid reasons why you should partner with Signzy for MNRL compliance:

⭐️ Stay secure: Instantly flag or remove disconnected or deactivated numbers ensuring clean databases and audit-ready compliance.

⭐️ No manual effort: Our API integrates smoothly into your existing verification workflows with zero disruptions.

⭐️ Trust the right data: Signzy’s MNRL API connects directly with reliable sources for the most accurate, up-to-date information.

At Signzy, we believe compliance should be effortless and effective—connect with our team at https://lnkd.in/gvQdaSZB to learn more!

#MNRL #RBICompliance #FraudPrevention #Signzy #FinancialSecurity",62,3,8,7mo,Ankit Ratan reposted this,Signzy,https://www.linkedin.com/company/teamsignzy,https://www.linkedin.com/in/ankitratan,2025-03-29T10:37:00.000Z,,2025-03-07T00:00:00.000Z,,2025-03-29
https://www.linkedin.com/feed/update/urn:li:activity:7285566487304531968,Image,,https://media.licdn.com/dms/image/v2/D5622AQH4KlcR0A3JRg/feedshare-shrink_800/B56ZRt8KYaHoAg-/0/1737011278123?e=1762992000&v=beta&t=nfMsvvwXDyNG6NfcpTLLbnFBSbU4eXO5JqwIVZ88BXQ,"Only a few hours to go ⏳

Amongst the excitement and bustle of India Digital Summit ‘25, here’s a speaker session you definitely shouldn’t miss!

Moderated by our CEO and co-founder, Ankit Ratan, the panel of industry veterans will break down data security in the digital world.

We’re sure you’ll walk away with tons of insights about the industry, and actionables for your own business 📈

🗓 Date: 17th January, 2025
📍Venue: Studio 5 - Hotel Andaz
🕤 Time: 12.40 p.m. - 1.20 p.m

🏪Signzy’s Booth: P-31, Pullman Aerocity

Panel Speakers: Amit Mathur | Ambuj Bhalla | Himanshu Kumar Das

#ids2025 #speakersession #fintechevents #signzy #cred #jio #bharatpe #indiadigitalsummit",71,1,7,9mo,Ankit Ratan reposted this,Signzy,https://www.linkedin.com/company/teamsignzy,https://www.linkedin.com/in/ankitratan,2025-01-28T10:37:00.000Z,,2025-01-16T00:00:00.000Z,,2025-01-28
https://www.linkedin.com/feed/update/urn:li:activity:7247592109195591682,Image,,https://media.licdn.com/dms/image/v2/D5622AQFPHW51OL_dlQ/feedshare-shrink_800/feedshare-shrink_800/0/1727953013023?e=1762992000&v=beta&t=5qnPjB2VbuztitkrlxYWSB4_9x9U8iQAwIfNriXxRFQ,"What do you get when you combine an omni-channel experience platform with a global banking infrastructure provider?

🥁🥁🥁
ASAPP x Signzy! 

#ASAPP has been delighting businesses and consumers with their end-to-end experience solutions for years now, and we’re stoked to partner with them to take their onboarding to the next level in Canada! 🎉

And it doesn’t just end at ‘effective onboarding’. Many companies could do that.

By integrating with our One-Touch KYC solution…product managers can tailor the KYC flow to their needs easily, using features like Optical Character Recognition (OCR) and liveness detection to prevent deep fake fraud. Also the auto-capture, switch to mobile, and real-time feedback functionalities set a memorable experience for users.

Talk about a win-win situation :)

We sure are excited for all that’s to come, and hope the ASAPP team is too!
_

Read the full story here: https://lnkd.in/gPtqyASV 

ASAPP Financial Technology Inc.

#fintech #fintechpartnerships #finance #asapp #signzy",135,2,4,1yr,Ankit Ratan reposted this,Signzy,https://www.linkedin.com/company/teamsignzy,https://www.linkedin.com/in/ankitratan,2025-10-25T10:37:00.000Z,,2024-10-03T00:00:00.000Z,,2024-10-25
https://www.linkedin.com/feed/update/urn:li:activity:7245639191856873472,Video (LinkedIn Source),blob:https://www.linkedin.com/809122f6-963b-4e4a-b018-3e2d8c27a56b,https://media.licdn.com/dms/image/v2/D5605AQHqkl46mus1Ow/videocover-high/videocover-high/0/1727333454663?e=1761890400&v=beta&t=10yyN78rzF0R20CV72iNKkRhDJc17Q3kUuyL82rp_64,"In a world where customer experience is king, ASHISH KUMAR from HDFC Bank shares how financial institutions can evolve to stay ahead!

We also explored how cutting-edge tech is reshaping the way we bank.

Catch the full conversation with Ashishkumar Agarwal from Signzy on YouTube and dive into the future of finance. https://lnkd.in/gbV2NRKN

#gff #fintech #gff2024 #signzy #finance",57,1,3,1yr,Ankit Ratan reposted this,Signzy,https://www.linkedin.com/company/teamsignzy,https://www.linkedin.com/in/ankitratan,2025-10-25T10:37:00.000Z,,2024-09-28T00:00:00.000Z,,2024-10-25
https://www.linkedin.com/feed/update/urn:li:activity:7242420747506253825,Image,,https://media.licdn.com/dms/image/v2/D5622AQEdQYBmmZNl8A/feedshare-shrink_800/feedshare-shrink_800/0/1726727662204?e=1762992000&v=beta&t=hRWF_OKP_TWPw6bEOyHc64qmwQHNOCy0cQjwjCyQfx0,"Banks need to step up in detecting mule accounts via digital banking channels

The rise in mule accounts has become a serious concern for banks, with fraudsters exploiting the ease of account opening through advanced technology. This growing risk calls for robust solutions to combat such frauds.

AI-enabled solutions are stepping in as a game-changer, offering real-time detection of suspicious activity, even during the account opening process. These systems analyze external data and behavioral indicators to detect potential mule accounts.

Signzy helps banks and financial institutions to address this challenge with the ‘MuleShield’ solution, which leverages AI and ML technology to provide a trust score to its customers during the onboarding process, which helps banks and FIs in the detection of fraud. 

I had an in-depth conversation about this with Pratik Bhakta, who has written a very insightful piece which you can read ( tagged in comments)

#AI #MuleAccounts #BankingInnovation #FraudPrevention",126,19,10,1yr,Post,Ankit Ratan,https://www.linkedin.com/in/ankitratan,https://www.linkedin.com/in/ankitratan,2025-10-25T10:37:00.000Z,,2024-09-19T00:00:00.000Z,,2024-10-25
https://www.linkedin.com/feed/update/urn:li:activity:7240644601017982976,Image,,https://media.licdn.com/dms/image/v2/D5622AQGPZEwQZp-BnQ/feedshare-shrink_800/feedshare-shrink_800/0/1726304196499?e=1762992000&v=beta&t=QE2nIljKuZyUErXvEHSTV7CLy3SEp9sKrYnOSbQoOdQ,"How banks can transform themselves to bridge the credit-deposit gap?

As more people in India turn to digital wallets, banks are seeing a decline in low-cost deposits like CASA. This has created a gap between credit and deposit growth rates.

To tackle this, Banks need to rethink their approach by adopting digital wallet features and integrating them into their offerings to attract and retain customers. This could be a key strategy to address the issue of declining low-cost deposits.

Banks can integrate pass-through wallets, in which funds are pulled directly from savings accounts for seamless transactions. 

This innovative approach will enable banks to meet the personalized needs of their customers, offering them the benefit of seamless transactions.

I write about this in more detail for ETBFSI, the article is pinned in the comments. 

#DigitalBanking #FinTech #BankingInnovation #CreditGrowth #DepositGrowth #ETBFSI",42,3,0,1yr,Post,Ankit Ratan,https://www.linkedin.com/in/ankitratan,https://www.linkedin.com/in/ankitratan,2025-10-25T10:37:00.000Z,,2024-09-14T00:00:00.000Z,,2024-10-25
https://www.linkedin.com/feed/update/urn:li:activity:7239170139747684356,Document,,,"Is regulation hampering innovation in the fintech sector?

Regulations are essential for protecting consumers, ensuring market integrity, and fostering an environment conducive to innovation.

I believe RBI is taking a proactive stance by adopting a collaborative approach, actively engaging with industry stakeholders to refine the regulatory landscape. This effort not only emphasizes the importance of rules but also encourages innovation within the sector.

However, navigating the complex web of regulatory requirements can be daunting for fintech companies. Here, AI and machine learning solutions can play a pivotal role by providing timely alerts, mitigating the risk of fines and penalties, and preventing legal disputes.

For a deeper dive into these insights, check out story by Puja Sharma in the September edition of IBS Intelligence's Monthly Journal, where I shared my thoughts alongside other industry peers.

#Fintech #innvotation #Regulation #RBI #AI",36,0,0,1yr,Post,Ankit Ratan,https://www.linkedin.com/in/ankitratan,https://www.linkedin.com/in/ankitratan,2025-10-25T10:37:00.000Z,,2024-09-10T00:00:00.000Z,,2024-10-25
https://www.linkedin.com/feed/update/urn:li:activity:7235190708184236032,Video (LinkedIn Source),blob:https://www.linkedin.com/6efd55a7-b0f4-47da-8ddc-d5f59401ffa3,https://media.licdn.com/dms/image/v2/D5605AQGiCgcUUX2Emw/videocover-low/videocover-low/0/1725003887917?e=1761890400&v=beta&t=Pc1TzB7Cl9iLxDnOtr070iWjEQ1tNy57sLD5DDJMny4,"A proud moment for Signzy , PM Modi encouraging us with a visit from his busy schedule. 
A great moment personally, very humble and knowledgeable. 
#GFF #Modi #Fintech
Arpit Ratan Ankur Pandey",1598,170,72,1yr,Post,Ankit Ratan,https://www.linkedin.com/in/ankitratan,https://www.linkedin.com/in/ankitratan,2025-10-25T10:37:00.000Z,,2024-08-30T00:00:00.000Z,,2024-10-25
https://www.linkedin.com/feed/update/urn:li:activity:7234119660755939328,Image,,https://media.licdn.com/dms/image/v2/D5622AQEXroOvPXsplA/feedshare-shrink_800/feedshare-shrink_800/0/1724748528931?e=1762992000&v=beta&t=N_dJeE71KPqRWWmVs-h-aLCvMNfdQOpU-P5XCYuB01s,"Looking to see old friends and make some new ones at GFF 2024
Please do drop by our booth to relax and find new connections. Booth E1",168,7,1,1yr,Post,Ankit Ratan,https://www.linkedin.com/in/ankitratan,https://www.linkedin.com/in/ankitratan,2025-10-25T10:37:00.000Z,,2024-08-27T00:00:00.000Z,,2024-10-25
https://www.linkedin.com/feed/update/urn:li:activity:7234070362261442562,Image,,https://media.licdn.com/dms/image/v2/D4D22AQEtxqf7xUzv_g/feedshare-shrink_800/feedshare-shrink_800/0/1724677140212?e=1762992000&v=beta&t=xjf7T60JPqG6GiFVfu8D0RJi6KsVLU8JR6MZmPUzvks,"🌟 Exciting Times at Global Fintech Fest 2024! 🌟

Signzy is thrilled to welcome you to the most awaited fintech event of the year – Global Fintech Fest 2024!

Discover the best in fintech innovation at one of the largest fintech conferences. As the official #KYC Partner , we’re looking forward to attending #GFF and connecting with fellow innovators in the industry.

Join us for immersive discussions and a showcase of our cutting-edge technologies that are shaping the future of fintech.

Visit Signzy at: 📍 Booth E-1, 
Jio World Convention Centre, Mumbai 
🗓 August 28-30, 2024

Join us in shaping the future of fintech at #GFF2024!

#Signzy #GFF2024 #kycpartner #fintech #innovation",128,1,3,1yr,Ankit Ratan reposted this,Ashishkumar Agarwal,https://www.linkedin.com/in/ashishkumar-agarwal,https://www.linkedin.com/in/ankitratan,2025-10-25T10:37:00.000Z,,2024-08-27T00:00:00.000Z,,2024-10-25
https://www.linkedin.com/feed/update/urn:li:activity:7233027430276329472,Document,,,"How to reduce fraud losses and adhere to processes as per regulatory requirements using tech enabled system, with which you can go live in 2 weeks?

 - Risk Assessment of customers
 - Continues due diligence 
 - Monitoring transactions and accounts
 - Early Warning Signals to identify potential frauds, threats, defaulters
 - Reporting to #FIU

At #Signzy ,we provide advanced AI and ML systems to ensure bad actors are filtered out at the time of onboarding, monitoring transactions and accounts with our transaction monitoring platform and #AML Solutions , EWS Analytical Tool, Reporting to Regulatory as per regulatory formats. 

Please do drop in at #GFF - Booth E1 to know more about our Fraud Risk Management Solutions

#FRM #TransactionMonitoring #Nbfc #Fintechs #Cryptos #PAPG #HFC

Arpit Ratan Ankit Ratan Ankur Pandey Madhu Srinivas Sachin Duhan Paritosh Vatsal Tripathi Simarpreet Singh Bhatia Ashishkumar Agarwal Shivanshu Gupta Parul Sharma Udit Jeswani",57,0,14,1yr,Ankit Ratan reposted this,Ronak Doshi,https://www.linkedin.com/in/doshi-ronak,https://www.linkedin.com/in/ankitratan,2025-10-25T10:37:00.000Z,,2024-08-24T00:00:00.000Z,,2024-10-25
